"No.","Time","Source","Destination","Protocol","Length","Info"
"15853","231.847662","1.6.3","host","USBCOM","62","URB_BULK in"
"15857","232.042616","host","1.6.4","USBCOM","28","URB_BULK out"
"15859","232.044167","1.6.3","host","USBCOM","40","URB_BULK in"
"15863","232.048393","1.6.3","host","USBCOM","68","URB_BULK in"
"15867","232.243554","host","1.6.4","USBCOM","28","URB_BULK out"
"15869","232.244797","1.6.3","host","USBCOM","37","URB_BULK in"
"15873","232.249165","1.6.3","host","USBCOM","71","URB_BULK in"
"15877","232.445717","host","1.6.4","USBCOM","28","URB_BULK out"
"15879","232.449799","1.6.3","host","USBCOM","68","URB_BULK in"
"15883","232.453693","1.6.3","host","USBCOM","40","URB_BULK in"
"15887","232.646713","host","1.6.4","USBCOM","28","URB_BULK out"
"15889","232.650455","1.6.3","host","USBCOM","64","URB_BULK in"
"15893","232.654385","1.6.3","host","USBCOM","44","URB_BULK in"
"15897","232.847789","host","1.6.4","USBCOM","28","URB_BULK out"
"15899","232.851163","1.6.3","host","USBCOM","60","URB_BULK in"
"15903","232.855146","1.6.3","host","USBCOM","48","URB_BULK in"
"15907","233.049193","host","1.6.4","USBCOM","28","URB_BULK out"
"15909","233.051773","1.6.3","host","USBCOM","52","URB_BULK in"
"15913","233.055862","1.6.3","host","USBCOM","56","URB_BULK in"
"15917","233.250367","host","1.6.4","USBCOM","28","URB_BULK out"
"15919","233.252414","1.6.3","host","USBCOM","46","URB_BULK in"
"15923","233.256602","1.6.3","host","USBCOM","62","URB_BULK in"
"15935","233.451602","host","1.6.4","USBCOM","28","URB_BULK out"
"15937","233.453048","1.6.3","host","USBCOM","39","URB_BULK in"
"15943","233.457339","1.6.3","host","USBCOM","69","URB_BULK in"
"15995","233.652504","host","1.6.4","USBCOM","28","URB_BULK out"
"15997","233.653700","1.6.3","host","USBCOM","37","URB_BULK in"
"16003","233.658022","1.6.3","host","USBCOM","71","URB_BULK in"
"16049","233.853327","host","1.6.4","USBCOM","28","URB_BULK out"
"16051","233.854395","1.6.3","host","USBCOM","36","URB_BULK in"
"16055","233.858728","1.6.3","host","USBCOM","72","URB_BULK in"
"16099","234.054634","host","1.6.4","USBCOM","28","URB_BULK out"
"16101","234.055045","1.6.3","host","USBCOM","28","URB_BULK in"
"16107","234.059465","1.6.3","host","USBCOM","75","URB_BULK in"
"16111","234.063275","1.6.3","host","USBCOM","32","URB_BULK in"
"16123","234.255750","host","1.6.4","USBCOM","28","URB_BULK out"
"16125","234.260208","1.6.3","host","USBCOM","71","URB_BULK in"
"16129","234.263995","1.6.3","host","USBCOM","37","URB_BULK in"
"16133","234.465839","host","1.6.4","USBCOM","28","URB_BULK out"
"16135","234.468906","1.6.3","host","USBCOM","57","URB_BULK in"
"16139","234.472954","1.6.3","host","USBCOM","51","URB_BULK in"
"16149","234.667436","host","1.6.4","USBCOM","28","URB_BULK out"
"16151","234.669562","1.6.3","host","USBCOM","47","URB_BULK in"
"16155","234.673725","1.6.3","host","USBCOM","61","URB_BULK in"
"16159","234.868297","host","1.6.4","USBCOM","28","URB_BULK out"
"16161","234.870217","1.6.3","host","USBCOM","44","URB_BULK in"
"16165","234.874408","1.6.3","host","USBCOM","64","URB_BULK in"
"16171","235.069968","host","1.6.4","USBCOM","28","URB_BULK out"
"16173","235.070812","1.6.3","host","USBCOM","33","URB_BULK in"
"16177","235.075159","1.6.3","host","USBCOM","75","URB_BULK in"
"16183","235.270247","host","1.6.4","USBCOM","28","URB_BULK out"
"16185","235.271552","1.6.3","host","USBCOM","38","URB_BULK in"
"16189","235.275857","1.6.3","host","USBCOM","70","URB_BULK in"
"16195","235.470764","host","1.6.4","USBCOM","28","URB_BULK out"
"16197","235.472297","1.6.3","host","USBCOM","40","URB_BULK in"
"16201","235.476514","1.6.3","host","USBCOM","68","URB_BULK in"
"16207","235.672117","host","1.6.4","USBCOM","28","URB_BULK out"
"16209","235.672873","1.6.3","host","USBCOM","32","URB_BULK in"
"16213","235.677273","1.6.3","host","USBCOM","75","URB_BULK in"
"16217","235.681053","1.6.3","host","USBCOM","28","URB_BULK in"
"16221","235.873718","host","1.6.4","USBCOM","28","URB_BULK out"
"16223","235.877945","1.6.3","host","USBCOM","69","URB_BULK in"
"16227","235.881788","1.6.3","host","USBCOM","39","URB_BULK in"
"16231","236.075615","host","1.6.4","USBCOM","28","URB_BULK out"
"16233","236.078551","1.6.3","host","USBCOM","55","URB_BULK in"
"16237","236.082628","1.6.3","host","USBCOM","53","URB_BULK in"
"16241","236.277237","host","1.6.4","USBCOM","28","URB_BULK out"
"16243","236.279147","1.6.3","host","USBCOM","44","URB_BULK in"
"16247","236.283374","1.6.3","host","USBCOM","64","URB_BULK in"
"16251","236.478544","host","1.6.4","USBCOM","28","URB_BULK out"
"16253","236.479787","1.6.3","host","USBCOM","37","URB_BULK in"
"16257","236.484167","1.6.3","host","USBCOM","71","URB_BULK in"
"16261","236.679821","host","1.6.4","USBCOM","28","URB_BULK out"
"16263","236.680441","1.6.3","host","USBCOM","30","URB_BULK in"
"16267","236.684816","1.6.3","host","USBCOM","75","URB_BULK in"
"16271","236.688621","1.6.3","host","USBCOM","30","URB_BULK in"
"16275","236.880827","host","1.6.4","USBCOM","28","URB_BULK out"
"16277","236.885508","1.6.3","host","USBCOM","75","URB_BULK in"
"16281","236.889308","1.6.3","host","USBCOM","33","URB_BULK in"
"16285","237.083141","host","1.6.4","USBCOM","28","URB_BULK out"
"16287","237.086074","1.6.3","host","USBCOM","55","URB_BULK in"
"16291","237.090143","1.6.3","host","USBCOM","53","URB_BULK in"
"16295","237.285035","host","1.6.4","USBCOM","28","URB_BULK out"
"16297","237.286665","1.6.3","host","USBCOM","41","URB_BULK in"
"16303","237.290942","1.6.3","host","USBCOM","67","URB_BULK in"
"16313","237.486954","host","1.6.4","USBCOM","28","URB_BULK out"
"16315","237.491686","1.6.3","host","USBCOM","75","URB_BULK in"
"16319","237.495473","1.6.3","host","USBCOM","33","URB_BULK in"
"16323","237.687811","host","1.6.4","USBCOM","28","URB_BULK out"
"16325","237.692387","1.6.3","host","USBCOM","73","URB_BULK in"
"16329","237.696184","1.6.3","host","USBCOM","35","URB_BULK in"
"16339","237.888972","host","1.6.4","USBCOM","28","URB_BULK out"
"16341","237.893026","1.6.3","host","USBCOM","67","URB_BULK in"
"16345","237.896907","1.6.3","host","USBCOM","41","URB_BULK in"
"16351","238.090283","host","1.6.4","USBCOM","28","URB_BULK out"
"16353","238.093684","1.6.3","host","USBCOM","60","URB_BULK in"
"16357","238.097680","1.6.3","host","USBCOM","48","URB_BULK in"
"16361","238.290990","host","1.6.4","USBCOM","28","URB_BULK out"
"16363","238.294330","1.6.3","host","USBCOM","60","URB_BULK in"
"16367","238.298375","1.6.3","host","USBCOM","48","URB_BULK in"
"16371","238.492548","host","1.6.4","USBCOM","28","URB_BULK out"
"16373","238.495122","1.6.3","host","USBCOM","50","URB_BULK in"
"16377","238.499300","1.6.3","host","USBCOM","58","URB_BULK in"
"16381","238.693196","host","1.6.4","USBCOM","28","URB_BULK out"
"16383","238.695669","1.6.3","host","USBCOM","51","URB_BULK in"
"16387","238.699807","1.6.3","host","USBCOM","57","URB_BULK in"
"16413","238.893430","host","1.6.4","USBCOM","28","URB_BULK out"
"16415","238.896420","1.6.3","host","USBCOM","56","URB_BULK in"
"16419","238.900480","1.6.3","host","USBCOM","52","URB_BULK in"
"16447","239.094825","host","1.6.4","USBCOM","28","URB_BULK out"
"16449","239.097027","1.6.3","host","USBCOM","48","URB_BULK in"
"16453","239.101187","1.6.3","host","USBCOM","60","URB_BULK in"
"16465","239.296812","host","1.6.4","USBCOM","28","URB_BULK out"
"16467","239.297606","1.6.3","host","USBCOM","33","URB_BULK in"
"16471","239.301970","1.6.3","host","USBCOM","75","URB_BULK in"
"16495","239.498451","host","1.6.4","USBCOM","28","URB_BULK out"
"16497","239.502692","1.6.3","host","USBCOM","70","URB_BULK in"
"16501","239.506547","1.6.3","host","USBCOM","38","URB_BULK in"
"16527","239.700065","host","1.6.4","USBCOM","28","URB_BULK out"
"16529","239.703319","1.6.3","host","USBCOM","59","URB_BULK in"
"16533","239.707328","1.6.3","host","USBCOM","49","URB_BULK in"
"16539","239.900731","host","1.6.4","USBCOM","28","URB_BULK out"
"16541","239.903977","1.6.3","host","USBCOM","59","URB_BULK in"
"16545","239.907996","1.6.3","host","USBCOM","49","URB_BULK in"
"16549","240.100738","host","1.6.4","USBCOM","28","URB_BULK out"
"16551","240.104711","1.6.3","host","USBCOM","67","URB_BULK in"
"16555","240.108600","1.6.3","host","USBCOM","41","URB_BULK in"
"16561","240.302184","host","1.6.4","USBCOM","28","URB_BULK out"
"16563","240.305474","1.6.3","host","USBCOM","58","URB_BULK in"
"16567","240.309420","1.6.3","host","USBCOM","50","URB_BULK in"
"16571","240.504384","host","1.6.4","USBCOM","28","URB_BULK out"
"16573","240.505932","1.6.3","host","USBCOM","40","URB_BULK in"
"16577","240.510201","1.6.3","host","USBCOM","68","URB_BULK in"
"16581","240.705589","host","1.6.4","USBCOM","28","URB_BULK out"
"16583","240.706567","1.6.3","host","USBCOM","34","URB_BULK in"
"16587","240.710930","1.6.3","host","USBCOM","74","URB_BULK in"
"16591","240.906641","host","1.6.4","USBCOM","28","URB_BULK out"
"16593","240.907212","1.6.3","host","USBCOM","30","URB_BULK in"
"16597","240.911645","1.6.3","host","USBCOM","75","URB_BULK in"
"16601","240.915394","1.6.3","host","USBCOM","30","URB_BULK in"
"16605","241.106869","host","1.6.4","USBCOM","28","URB_BULK out"
"16607","241.108115","1.6.3","host","USBCOM","35","URB_BULK in"
"16611","241.112287","1.6.3","host","USBCOM","73","URB_BULK in"
"16619","241.309203","host","1.6.4","USBCOM","28","URB_BULK out"
"16621","241.312929","1.6.3","host","USBCOM","64","URB_BULK in"
"16625","241.316864","1.6.3","host","USBCOM","44","URB_BULK in"
"16629","241.509205","host","1.6.4","USBCOM","28","URB_BULK out"
"16631","241.513679","1.6.3","host","USBCOM","72","URB_BULK in"
"16635","241.517531","1.6.3","host","USBCOM","36","URB_BULK in"
"16639","241.709629","host","1.6.4","USBCOM","28","URB_BULK out"
"16641","241.714445","1.6.3","host","USBCOM","75","URB_BULK in"
"16645","241.718182","1.6.3","host","USBCOM","33","URB_BULK in"
"16649","241.911120","host","1.6.4","USBCOM","28","URB_BULK out"
"16651","241.915028","1.6.3","host","USBCOM","66","URB_BULK in"
"16655","241.918925","1.6.3","host","USBCOM","42","URB_BULK in"
"16659","242.112360","host","1.6.4","USBCOM","28","URB_BULK out"
"16661","242.115700","1.6.3","host","USBCOM","60","URB_BULK in"
"16665","242.119683","1.6.3","host","USBCOM","48","URB_BULK in"
"16675","242.313057","host","1.6.4","USBCOM","28","URB_BULK out"
"16677","242.316384","1.6.3","host","USBCOM","59","URB_BULK in"
"16681","242.320532","1.6.3","host","USBCOM","49","URB_BULK in"
"16685","242.514131","host","1.6.4","USBCOM","28","URB_BULK out"
"16687","242.517020","1.6.3","host","USBCOM","55","URB_BULK in"
"16691","242.521158","1.6.3","host","USBCOM","53","URB_BULK in"
"16719","242.715288","host","1.6.4","USBCOM","28","URB_BULK out"
"16721","242.717673","1.6.3","host","USBCOM","50","URB_BULK in"
"16725","242.721841","1.6.3","host","USBCOM","58","URB_BULK in"
"16729","242.916230","host","1.6.4","USBCOM","28","URB_BULK out"
"16731","242.918368","1.6.3","host","USBCOM","47","URB_BULK in"
"16735","242.922547","1.6.3","host","USBCOM","61","URB_BULK in"
"16743","243.117369","host","1.6.4","USBCOM","28","URB_BULK out"
"16745","243.119016","1.6.3","host","USBCOM","42","URB_BULK in"
"16749","243.123255","1.6.3","host","USBCOM","66","URB_BULK in"
"16757","243.317897","host","1.6.4","USBCOM","28","URB_BULK out"
"16759","243.319723","1.6.3","host","USBCOM","43","URB_BULK in"
"16763","243.323929","1.6.3","host","USBCOM","65","URB_BULK in"
"16771","243.519381","host","1.6.4","USBCOM","28","URB_BULK out"
"16773","243.520313","1.6.3","host","USBCOM","34","URB_BULK in"
"16777","243.524692","1.6.3","host","USBCOM","74","URB_BULK in"
"16781","243.721531","host","1.6.4","USBCOM","28","URB_BULK out"
"16783","243.725335","1.6.3","host","USBCOM","65","URB_BULK in"
"16787","243.729265","1.6.3","host","USBCOM","43","URB_BULK in"
"16791","243.922809","host","1.6.4","USBCOM","28","URB_BULK out"
"16793","243.925996","1.6.3","host","USBCOM","58","URB_BULK in"
"16797","243.930023","1.6.3","host","USBCOM","50","URB_BULK in"
"16801","244.122924","host","1.6.4","USBCOM","28","URB_BULK out"
"16803","244.126724","1.6.3","host","USBCOM","65","URB_BULK in"
"16807","244.130658","1.6.3","host","USBCOM","43","URB_BULK in"
"16811","244.324136","host","1.6.4","USBCOM","28","URB_BULK out"
"16813","244.327380","1.6.3","host","USBCOM","59","URB_BULK in"
"16817","244.331379","1.6.3","host","USBCOM","49","URB_BULK in"
"16821","244.526171","host","1.6.4","USBCOM","28","URB_BULK out"
"16823","244.527970","1.6.3","host","USBCOM","43","URB_BULK in"
"16827","244.532173","1.6.3","host","USBCOM","65","URB_BULK in"
"16831","244.727788","host","1.6.4","USBCOM","28","URB_BULK out"
"16833","244.728569","1.6.3","host","USBCOM","32","URB_BULK in"
"16837","244.732944","1.6.3","host","USBCOM","75","URB_BULK in"
"16841","244.736744","1.6.3","host","USBCOM","28","URB_BULK in"
"16845","244.928979","host","1.6.4","USBCOM","28","URB_BULK out"
"16847","244.933649","1.6.3","host","USBCOM","74","URB_BULK in"
"16851","244.937488","1.6.3","host","USBCOM","34","URB_BULK in"
"16855","245.145050","host","1.6.4","USBCOM","28","URB_BULK out"
"16857","245.146348","1.6.3","host","USBCOM","38","URB_BULK in"
"16861","245.150665","1.6.3","host","USBCOM","70","URB_BULK in"
"16865","245.332467","host","1.6.4","USBCOM","28","URB_BULK out"
"16867","245.334851","1.6.3","host","USBCOM","50","URB_BULK in"
"16871","245.339015","1.6.3","host","USBCOM","58","URB_BULK in"
"16875","245.532661","host","1.6.4","USBCOM","28","URB_BULK out"
"16877","245.535596","1.6.3","host","USBCOM","55","URB_BULK in"
"16881","245.539675","1.6.3","host","USBCOM","53","URB_BULK in"
"16885","245.733952","host","1.6.4","USBCOM","28","URB_BULK out"
"16887","245.736251","1.6.3","host","USBCOM","48","URB_BULK in"
"16891","245.740373","1.6.3","host","USBCOM","60","URB_BULK in"
"16895","245.934955","host","1.6.4","USBCOM","28","URB_BULK out"
"16897","245.936871","1.6.3","host","USBCOM","44","URB_BULK in"
"16901","245.941174","1.6.3","host","USBCOM","64","URB_BULK in"
"16905","246.152579","host","1.6.4","USBCOM","28","URB_BULK out"
"16907","246.153905","1.6.3","host","USBCOM","39","URB_BULK in"
"16911","246.158199","1.6.3","host","USBCOM","69","URB_BULK in"
"16915","246.337793","host","1.6.4","USBCOM","28","URB_BULK out"
"16917","246.338186","1.6.3","host","USBCOM","28","URB_BULK in"
"16921","246.342714","1.6.3","host","USBCOM","75","URB_BULK in"
"16925","246.346405","1.6.3","host","USBCOM","32","URB_BULK in"
"16931","246.539697","host","1.6.4","USBCOM","28","URB_BULK out"
"16933","246.543176","1.6.3","host","USBCOM","61","URB_BULK in"
"16937","246.547191","1.6.3","host","USBCOM","47","URB_BULK in"
"16943","246.741225","host","1.6.4","USBCOM","28","URB_BULK out"
"16945","246.743834","1.6.3","host","USBCOM","51","URB_BULK in"
"16949","246.747938","1.6.3","host","USBCOM","57","URB_BULK in"
"16953","246.942400","host","1.6.4","USBCOM","28","URB_BULK out"
"16955","246.944440","1.6.3","host","USBCOM","46","URB_BULK in"
"16959","246.948626","1.6.3","host","USBCOM","62","URB_BULK in"
"16963","247.147637","host","1.6.4","USBCOM","28","URB_BULK out"
"16965","247.149231","1.6.3","host","USBCOM","41","URB_BULK in"
"16969","247.153462","1.6.3","host","USBCOM","67","URB_BULK in"
"16973","247.344330","host","1.6.4","USBCOM","28","URB_BULK out"
"16975","247.345787","1.6.3","host","USBCOM","40","URB_BULK in"
"16979","247.350076","1.6.3","host","USBCOM","68","URB_BULK in"
"16983","247.546339","host","1.6.4","USBCOM","28","URB_BULK out"
"16985","247.550808","1.6.3","host","USBCOM","72","URB_BULK in"
"16989","247.554658","1.6.3","host","USBCOM","36","URB_BULK in"
"16993","247.747323","host","1.6.4","USBCOM","28","URB_BULK out"
"16995","247.751461","1.6.3","host","USBCOM","69","URB_BULK in"
"16999","247.755346","1.6.3","host","USBCOM","39","URB_BULK in"
"17003","247.948357","host","1.6.4","USBCOM","28","URB_BULK out"
"17005","247.952193","1.6.3","host","USBCOM","65","URB_BULK in"
"17009","247.956054","1.6.3","host","USBCOM","43","URB_BULK in"
"17013","248.154912","host","1.6.4","USBCOM","28","URB_BULK out"
"17015","248.156785","1.6.3","host","USBCOM","44","URB_BULK in"
"17019","248.160977","1.6.3","host","USBCOM","64","URB_BULK in"
"17023","248.356082","host","1.6.4","USBCOM","28","URB_BULK out"
"17025","248.357439","1.6.3","host","USBCOM","38","URB_BULK in"
"17029","248.361723","1.6.3","host","USBCOM","70","URB_BULK in"
"17033","248.556438","host","1.6.4","USBCOM","28","URB_BULK out"
"17035","248.558163","1.6.3","host","USBCOM","42","URB_BULK in"
"17039","248.562446","1.6.3","host","USBCOM","66","URB_BULK in"
"17057","248.757717","host","1.6.4","USBCOM","28","URB_BULK out"
"17059","248.758777","1.6.3","host","USBCOM","35","URB_BULK in"
"17063","248.763183","1.6.3","host","USBCOM","73","URB_BULK in"
"17079","248.959848","host","1.6.4","USBCOM","28","URB_BULK out"
"17081","248.963817","1.6.3","host","USBCOM","67","URB_BULK in"
"17085","248.967702","1.6.3","host","USBCOM","41","URB_BULK in"
"17093","249.161545","host","1.6.4","USBCOM","28","URB_BULK out"
"17095","249.164416","1.6.3","host","USBCOM","55","URB_BULK in"
"17099","249.168490","1.6.3","host","USBCOM","53","URB_BULK in"
"17113","249.362008","host","1.6.4","USBCOM","28","URB_BULK out"
"17115","249.365161","1.6.3","host","USBCOM","57","URB_BULK in"
"17119","249.369150","1.6.3","host","USBCOM","51","URB_BULK in"
"17123","249.562624","host","1.6.4","USBCOM","28","URB_BULK out"
"17125","249.565799","1.6.3","host","USBCOM","58","URB_BULK in"
"17129","249.569850","1.6.3","host","USBCOM","50","URB_BULK in"
"17133","249.763587","host","1.6.4","USBCOM","28","URB_BULK out"
"17135","249.766502","1.6.3","host","USBCOM","55","URB_BULK in"
"17139","249.770554","1.6.3","host","USBCOM","53","URB_BULK in"
"17143","249.965725","host","1.6.4","USBCOM","28","URB_BULK out"
"17145","249.967040","1.6.3","host","USBCOM","38","URB_BULK in"
"17149","249.971335","1.6.3","host","USBCOM","70","URB_BULK in"
"17179","250.166458","host","1.6.4","USBCOM","28","URB_BULK out"
"17181","250.167742","1.6.3","host","USBCOM","38","URB_BULK in"
"17187","250.172072","1.6.3","host","USBCOM","70","URB_BULK in"
"17243","250.381272","host","1.6.4","USBCOM","28","URB_BULK out"
"17247","250.385006","1.6.3","host","USBCOM","65","URB_BULK in"
"17251","250.388929","1.6.3","host","USBCOM","43","URB_BULK in"
"17295","250.581986","host","1.6.4","USBCOM","28","URB_BULK out"
"17299","250.585687","1.6.3","host","USBCOM","63","URB_BULK in"
"17303","250.589630","1.6.3","host","USBCOM","45","URB_BULK in"
"17335","250.783648","host","1.6.4","USBCOM","28","URB_BULK out"
"17339","250.786330","1.6.3","host","USBCOM","52","URB_BULK in"
"17343","250.790448","1.6.3","host","USBCOM","56","URB_BULK in"
"17375","250.983950","host","1.6.4","USBCOM","28","URB_BULK out"
"17377","250.987029","1.6.3","host","USBCOM","57","URB_BULK in"
"17381","250.991060","1.6.3","host","USBCOM","51","URB_BULK in"
"17387","251.185841","host","1.6.4","USBCOM","28","URB_BULK out"
"17389","251.187618","1.6.3","host","USBCOM","43","URB_BULK in"
"17393","251.191850","1.6.3","host","USBCOM","65","URB_BULK in"
"17399","251.386719","host","1.6.4","USBCOM","28","URB_BULK out"
"17401","251.388314","1.6.3","host","USBCOM","41","URB_BULK in"
"17405","251.392550","1.6.3","host","USBCOM","67","URB_BULK in"
"17451","251.588505","host","1.6.4","USBCOM","28","URB_BULK out"
"17453","251.588914","1.6.3","host","USBCOM","28","URB_BULK in"
"17459","251.593324","1.6.3","host","USBCOM","75","URB_BULK in"
"17463","251.597136","1.6.3","host","USBCOM","32","URB_BULK in"
"17481","251.788745","host","1.6.4","USBCOM","28","URB_BULK out"
"17483","251.789607","1.6.3","host","USBCOM","33","URB_BULK in"
"17489","251.793980","1.6.3","host","USBCOM","75","URB_BULK in"
"17541","251.989408","host","1.6.4","USBCOM","28","URB_BULK out"
"17543","251.990311","1.6.3","host","USBCOM","34","URB_BULK in"
"17549","251.994681","1.6.3","host","USBCOM","74","URB_BULK in"
"17583","252.190523","host","1.6.4","USBCOM","28","URB_BULK out"
"17585","252.190958","1.6.3","host","USBCOM","29","URB_BULK in"
"17587","252.195378","1.6.3","host","USBCOM","75","URB_BULK in"
"17591","252.199184","1.6.3","host","USBCOM","31","URB_BULK in"
"17595","252.391805","host","1.6.4","USBCOM","28","URB_BULK out"
"17597","252.396030","1.6.3","host","USBCOM","70","URB_BULK in"
"17601","252.399911","1.6.3","host","USBCOM","38","URB_BULK in"
"17605","252.593425","host","1.6.4","USBCOM","28","URB_BULK out"
"17607","252.596678","1.6.3","host","USBCOM","59","URB_BULK in"
"17611","252.600705","1.6.3","host","USBCOM","49","URB_BULK in"
"17623","252.794391","host","1.6.4","USBCOM","28","URB_BULK out"
"17625","252.797337","1.6.3","host","USBCOM","56","URB_BULK in"
"17631","252.801378","1.6.3","host","USBCOM","52","URB_BULK in"
"17683","252.995413","host","1.6.4","USBCOM","28","URB_BULK out"
"17685","252.998039","1.6.3","host","USBCOM","52","URB_BULK in"
"17691","253.002167","1.6.3","host","USBCOM","56","URB_BULK in"
"17743","253.197455","host","1.6.4","USBCOM","28","URB_BULK out"
"17745","253.198564","1.6.3","host","USBCOM","36","URB_BULK in"
"17751","253.202909","1.6.3","host","USBCOM","72","URB_BULK in"
"17773","253.406432","host","1.6.4","USBCOM","28","URB_BULK out"
"17775","253.407604","1.6.3","host","USBCOM","35","URB_BULK in"
"17781","253.411820","1.6.3","host","USBCOM","73","URB_BULK in"
"17797","253.600462","host","1.6.4","USBCOM","28","URB_BULK out"
"17799","253.604263","1.6.3","host","USBCOM","65","URB_BULK in"
"17803","253.608191","1.6.3","host","USBCOM","43","URB_BULK in"
"17811","253.802126","host","1.6.4","USBCOM","28","URB_BULK out"
"17813","253.804859","1.6.3","host","USBCOM","54","URB_BULK in"
"17817","253.808971","1.6.3","host","USBCOM","54","URB_BULK in"
"17829","254.003318","host","1.6.4","USBCOM","28","URB_BULK out"
"17831","254.005504","1.6.3","host","USBCOM","48","URB_BULK in"
"17835","254.009683","1.6.3","host","USBCOM","60","URB_BULK in"
"17841","254.205170","host","1.6.4","USBCOM","28","URB_BULK out"
"17843","254.206152","1.6.3","host","USBCOM","34","URB_BULK in"
"17847","254.210459","1.6.3","host","USBCOM","74","URB_BULK in"
"17861","254.420995","host","1.6.4","USBCOM","28","URB_BULK out"
"17863","254.423291","1.6.3","host","USBCOM","48","URB_BULK in"
"17867","254.427458","1.6.3","host","USBCOM","60","URB_BULK in"
"17871","254.621639","host","1.6.4","USBCOM","28","URB_BULK out"
"17873","254.624025","1.6.3","host","USBCOM","49","URB_BULK in"
"17877","254.628174","1.6.3","host","USBCOM","59","URB_BULK in"
"17883","254.823765","host","1.6.4","USBCOM","28","URB_BULK out"
"17885","254.824561","1.6.3","host","USBCOM","32","URB_BULK in"
"17889","254.828938","1.6.3","host","USBCOM","75","URB_BULK in"
"17893","254.832722","1.6.3","host","USBCOM","28","URB_BULK in"
"17941","255.025174","host","1.6.4","USBCOM","28","URB_BULK out"
"17943","255.029632","1.6.3","host","USBCOM","72","URB_BULK in"
"17949","255.033485","1.6.3","host","USBCOM","36","URB_BULK in"
"17965","255.226248","host","1.6.4","USBCOM","28","URB_BULK out"
"17967","255.230289","1.6.3","host","USBCOM","67","URB_BULK in"
"17971","255.234182","1.6.3","host","USBCOM","41","URB_BULK in"
"17975","255.428304","host","1.6.4","USBCOM","28","URB_BULK out"
"17977","255.430852","1.6.3","host","USBCOM","51","URB_BULK in"
"17981","255.434979","1.6.3","host","USBCOM","57","URB_BULK in"
"17985","255.630222","host","1.6.4","USBCOM","28","URB_BULK out"
"17987","255.631440","1.6.3","host","USBCOM","37","URB_BULK in"
"17991","255.635776","1.6.3","host","USBCOM","71","URB_BULK in"
"17995","255.831228","host","1.6.4","USBCOM","28","URB_BULK out"
"17997","255.832146","1.6.3","host","USBCOM","33","URB_BULK in"
"18001","255.836506","1.6.3","host","USBCOM","75","URB_BULK in"
"18005","256.032271","host","1.6.4","USBCOM","28","URB_BULK out"
"18007","256.032793","1.6.3","host","USBCOM","29","URB_BULK in"
"18011","256.037210","1.6.3","host","USBCOM","75","URB_BULK in"
"18015","256.040997","1.6.3","host","USBCOM","31","URB_BULK in"
"18019","256.234413","host","1.6.4","USBCOM","28","URB_BULK out"
"18021","256.237769","1.6.3","host","USBCOM","60","URB_BULK in"
"18025","256.241804","1.6.3","host","USBCOM","48","URB_BULK in"
"18029","256.434837","host","1.6.4","USBCOM","28","URB_BULK out"
"18031","256.438507","1.6.3","host","USBCOM","63","URB_BULK in"
"18035","256.442446","1.6.3","host","USBCOM","45","URB_BULK in"
"18039","256.636044","host","1.6.4","USBCOM","28","URB_BULK out"
"18041","256.639169","1.6.3","host","USBCOM","57","URB_BULK in"
"18045","256.643201","1.6.3","host","USBCOM","51","URB_BULK in"
"18049","256.837317","host","1.6.4","USBCOM","28","URB_BULK out"
"18051","256.839812","1.6.3","host","USBCOM","50","URB_BULK in"
"18055","256.843938","1.6.3","host","USBCOM","58","URB_BULK in"
"18059","257.038679","host","1.6.4","USBCOM","28","URB_BULK out"
"18061","257.040427","1.6.3","host","USBCOM","43","URB_BULK in"
"18065","257.044674","1.6.3","host","USBCOM","65","URB_BULK in"
"18069","257.239033","host","1.6.4","USBCOM","28","URB_BULK out"
"18071","257.241171","1.6.3","host","USBCOM","46","URB_BULK in"
"18075","257.245338","1.6.3","host","USBCOM","62","URB_BULK in"
"18079","257.440863","host","1.6.4","USBCOM","28","URB_BULK out"
"18081","257.441752","1.6.3","host","USBCOM","33","URB_BULK in"
"18085","257.446164","1.6.3","host","USBCOM","75","URB_BULK in"
"18089","257.642066","host","1.6.4","USBCOM","28","URB_BULK out"
"18091","257.646833","1.6.3","host","USBCOM","75","URB_BULK in"
"18095","257.650612","1.6.3","host","USBCOM","33","URB_BULK in"
"18099","257.843518","host","1.6.4","USBCOM","28","URB_BULK out"
"18101","257.847458","1.6.3","host","USBCOM","66","URB_BULK in"
"18105","257.851360","1.6.3","host","USBCOM","42","URB_BULK in"
"18109","258.044509","host","1.6.4","USBCOM","28","URB_BULK out"
"18111","258.048175","1.6.3","host","USBCOM","63","URB_BULK in"
"18115","258.052158","1.6.3","host","USBCOM","45","URB_BULK in"
"18119","258.244525","host","1.6.4","USBCOM","28","URB_BULK out"
"18121","258.248855","1.6.3","host","USBCOM","71","URB_BULK in"
"18125","258.252688","1.6.3","host","USBCOM","37","URB_BULK in"
"18129","258.446033","host","1.6.4","USBCOM","28","URB_BULK out"
"18131","258.449507","1.6.3","host","USBCOM","61","URB_BULK in"
"18135","258.453495","1.6.3","host","USBCOM","47","URB_BULK in"
"18139","258.646978","host","1.6.4","USBCOM","28","URB_BULK out"
"18141","258.650167","1.6.3","host","USBCOM","58","URB_BULK in"
"18145","258.654201","1.6.3","host","USBCOM","50","URB_BULK in"
"18149","258.847355","host","1.6.4","USBCOM","28","URB_BULK out"
